video_path,video_name,exercise,subject_id,view,total_frames,fps,duration_sec,width,height
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/3) Standing Dumbbell Front Raises/v8/Front view V8-seg09.mp4,Front view V8-seg09.mp4,Standing Dumbbell Front Raises,volunteer_008,front,123,30.11015911872705,4.085,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/3) Standing Dumbbell Front Raises/v8/Front view V8-seg10.mp4,Front view V8-seg10.mp4,Standing Dumbbell Front Raises,volunteer_008,front,124,30.12145748987854,4.116666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/3) Standing Dumbbell Front Raises/v8/Front view V8-seg11.mp4,Front view V8-seg11.mp4,Standing Dumbbell Front Raises,volunteer_008,front,111,29.959514170040485,3.705,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v1/Front view V1-seg01.mp4,Front view V1-seg01.mp4,Lateral Raises,volunteer_001,front,54,30.0,1.8,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v1/Front view V1-seg02.mp4,Front view V1-seg02.mp4,Lateral Raises,volunteer_001,front,48,30.0,1.6,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v1/Front view V1-seg03.mp4,Front view V1-seg03.mp4,Lateral Raises,volunteer_001,front,45,30.0,1.5,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v1/Front view V1-seg04.mp4,Front view V1-seg04.mp4,Lateral Raises,volunteer_001,front,50,30.0,1.6666666666666667,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v1/Front view V1-seg05.mp4,Front view V1-seg05.mp4,Lateral Raises,volunteer_001,front,48,30.0,1.6,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v1/Front view V1-seg06.mp4,Front view V1-seg06.mp4,Lateral Raises,volunteer_001,front,50,30.0,1.6666666666666667,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v1/Front view V1-seg07.mp4,Front view V1-seg07.mp4,Lateral Raises,volunteer_001,front,53,30.0,1.7666666666666666,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v1/Front view V1-seg08.mp4,Front view V1-seg08.mp4,Lateral Raises,volunteer_001,front,46,30.0,1.5333333333333334,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v1/Front view V1-seg09.mp4,Front view V1-seg09.mp4,Lateral Raises,volunteer_001,front,55,30.0,1.8333333333333333,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v1/Front view V1-seg10.mp4,Front view V1-seg10.mp4,Lateral Raises,volunteer_001,front,47,30.0,1.5666666666666667,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v10/Front view V10-seg01.mp4,Front view V10-seg01.mp4,Lateral Raises,volunteer_010,front,52,30.0,1.7333333333333334,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v10/Front view V10-seg02.mp4,Front view V10-seg02.mp4,Lateral Raises,volunteer_010,front,49,30.0,1.6333333333333333,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v10/Front view V10-seg03.mp4,Front view V10-seg03.mp4,Lateral Raises,volunteer_010,front,43,30.0,1.4333333333333333,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v10/Front view V10-seg04.mp4,Front view V10-seg04.mp4,Lateral Raises,volunteer_010,front,47,30.0,1.5666666666666667,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v10/Front view V10-seg05.mp4,Front view V10-seg05.mp4,Lateral Raises,volunteer_010,front,47,30.0,1.5666666666666667,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v10/Front view V10-seg06.mp4,Front view V10-seg06.mp4,Lateral Raises,volunteer_010,front,46,30.0,1.5333333333333334,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v10/Front view V10-seg07.mp4,Front view V10-seg07.mp4,Lateral Raises,volunteer_010,front,47,30.0,1.5666666666666667,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v10/Front view V10-seg08.mp4,Front view V10-seg08.mp4,Lateral Raises,volunteer_010,front,47,30.0,1.5666666666666667,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v10/Front view V10-seg09.mp4,Front view V10-seg09.mp4,Lateral Raises,volunteer_010,front,46,30.0,1.5333333333333334,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v10/Front view V10-seg10.mp4,Front view V10-seg10.mp4,Lateral Raises,volunteer_010,front,48,30.0,1.6,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v10/Front view V10-seg11.mp4,Front view V10-seg11.mp4,Lateral Raises,volunteer_010,front,44,30.0,1.4666666666666666,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v2/Front view V2-seg01.mp4,Front view V2-seg01.mp4,Lateral Raises,volunteer_002,front,54,30.451127819548873,1.7733333333333332,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v2/Front view V2-seg02.mp4,Front view V2-seg02.mp4,Lateral Raises,volunteer_002,front,60,29.605263157894736,2.026666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v2/Front view V2-seg03.mp4,Front view V2-seg03.mp4,Lateral Raises,volunteer_002,front,72,30.31578947368421,2.375,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v2/Front view V2-seg04.mp4,Front view V2-seg04.mp4,Lateral Raises,volunteer_002,front,64,29.721362229102166,2.1533333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v2/Front view V2-seg05.mp4,Front view V2-seg05.mp4,Lateral Raises,volunteer_002,front,66,30.205949656750573,2.185,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v2/Front view V2-seg06.mp4,Front view V2-seg06.mp4,Lateral Raises,volunteer_002,front,70,29.871977240398294,2.3433333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v2/Front view V2-seg07.mp4,Front view V2-seg07.mp4,Lateral Raises,volunteer_002,front,62,30.12145748987854,2.0583333333333336,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v2/Front view V2-seg08.mp4,Front view V2-seg08.mp4,Lateral Raises,volunteer_002,front,57,30.0,1.9,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v2/Front view V2-seg09.mp4,Front view V2-seg09.mp4,Lateral Raises,volunteer_002,front,65,30.185758513931887,2.1533333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v2/Front view V2-seg10.mp4,Front view V2-seg10.mp4,Lateral Raises,volunteer_002,front,55,29.945553539019965,1.8366666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v2/Front view V2-seg11.mp4,Front view V2-seg11.mp4,Lateral Raises,volunteer_002,front,69,29.848594087959626,2.3116666666666665,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v2/Front view V2-seg12.mp4,Front view V2-seg12.mp4,Lateral Raises,volunteer_002,front,67,30.225563909774436,2.216666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v3/Front view V3-seg01.mp4,Front view V3-seg01.mp4,Lateral Raises,volunteer_003,front,81,30.092879256965944,2.691666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v3/Front view V3-seg02.mp4,Front view V3-seg02.mp4,Lateral Raises,volunteer_003,front,79,30.0570703868104,2.6283333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v3/Front view V3-seg03.mp4,Front view V3-seg03.mp4,Lateral Raises,volunteer_003,front,78,30.038510911424904,2.5966666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v3/Front view V3-seg04.mp4,Front view V3-seg04.mp4,Lateral Raises,volunteer_003,front,71,29.894736842105264,2.375,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v3/Front view V3-seg05.mp4,Front view V3-seg05.mp4,Lateral Raises,volunteer_003,front,68,30.244625648628613,2.2483333333333335,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v3/Front view V3-seg06.mp4,Front view V3-seg06.mp4,Lateral Raises,volunteer_003,front,68,29.82456140350877,2.2800000000000002,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v3/Front view V3-seg07.mp4,Front view V3-seg07.mp4,Lateral Raises,volunteer_003,front,72,30.31578947368421,2.375,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v3/Front view V3-seg08.mp4,Front view V3-seg08.mp4,Lateral Raises,volunteer_003,front,64,29.290617848970253,2.185,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v3/Front view V3-seg09.mp4,Front view V3-seg09.mp4,Lateral Raises,volunteer_003,front,72,29.916897506925206,2.4066666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v3/Front view V3-seg10.mp4,Front view V3-seg10.mp4,Lateral Raises,volunteer_003,front,70,30.281182408074983,2.3116666666666665,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v31/Front view V31-seg01.mp4,Front view V31-seg01.mp4,Lateral Raises,volunteer_031,front,49,29.97002997002997,1.6349666666666667,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v31/Front view V31-seg02.mp4,Front view V31-seg02.mp4,Lateral Raises,volunteer_031,front,45,29.97002997002997,1.5015,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v31/Front view V31-seg03.mp4,Front view V31-seg03.mp4,Lateral Raises,volunteer_031,front,44,29.97002997002997,1.4681333333333333,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v31/Front view V31-seg04.mp4,Front view V31-seg04.mp4,Lateral Raises,volunteer_031,front,44,29.97002997002997,1.4681333333333333,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v31/Front view V31-seg05.mp4,Front view V31-seg05.mp4,Lateral Raises,volunteer_031,front,47,29.97002997002997,1.5682333333333334,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v31/Front view V31-seg06.mp4,Front view V31-seg06.mp4,Lateral Raises,volunteer_031,front,50,29.97002997002997,1.6683333333333334,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v31/Front view V31-seg07.mp4,Front view V31-seg07.mp4,Lateral Raises,volunteer_031,front,50,29.97002997002997,1.6683333333333334,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v31/Front view V31-seg08.mp4,Front view V31-seg08.mp4,Lateral Raises,volunteer_031,front,48,29.97002997002997,1.6016000000000001,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v31/Front view V31-seg09.mp4,Front view V31-seg09.mp4,Lateral Raises,volunteer_031,front,48,29.97002997002997,1.6016000000000001,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v31/Front view V31-seg10.mp4,Front view V31-seg10.mp4,Lateral Raises,volunteer_031,front,47,29.97002997002997,1.5682333333333334,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v4/Front view V4-seg01.mp4,Front view V4-seg01.mp4,Lateral Raises,volunteer_004,front,45,30.235162374020156,1.4883333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v4/Front view V4-seg02.mp4,Front view V4-seg02.mp4,Lateral Raises,volunteer_004,front,58,30.02588438308887,1.9316666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v4/Front view V4-seg03.mp4,Front view V4-seg03.mp4,Lateral Raises,volunteer_004,front,51,29.82456140350877,1.7100000000000002,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v4/Front view V4-seg04.mp4,Front view V4-seg04.mp4,Lateral Raises,volunteer_004,front,45,30.235162374020156,1.4883333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v4/Front view V4-seg05.mp4,Front view V4-seg05.mp4,Lateral Raises,volunteer_004,front,44,30.205949656750573,1.4566666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v4/Front view V4-seg06.mp4,Front view V4-seg06.mp4,Lateral Raises,volunteer_004,front,43,28.89137737961926,1.4883333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v4/Front view V4-seg07.mp4,Front view V4-seg07.mp4,Lateral Raises,volunteer_004,front,41,30.11015911872705,1.3616666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v4/Front view V4-seg08.mp4,Front view V4-seg08.mp4,Lateral Raises,volunteer_004,front,41,30.11015911872705,1.3616666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v4/Front view V4-seg09.mp4,Front view V4-seg09.mp4,Lateral Raises,volunteer_004,front,44,30.205949656750573,1.4566666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v4/Front view V4-seg10.mp4,Front view V4-seg10.mp4,Lateral Raises,volunteer_004,front,42,30.14354066985646,1.3933333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v4/Front view V4-seg11.mp4,Front view V4-seg11.mp4,Lateral Raises,volunteer_004,front,43,29.519450800915333,1.4566666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v46/Front view V46_-seg01.mp4,Front view V46_-seg01.mp4,Lateral Raises,volunteer_046,front,40,23.80952380952381,1.68,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v46/Front view V46_-seg02.mp4,Front view V46_-seg02.mp4,Lateral Raises,volunteer_046,front,48,24.489795918367346,1.9600000000000002,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v46/Front view V46_-seg03.mp4,Front view V46_-seg03.mp4,Lateral Raises,volunteer_046,front,54,24.107142857142858,2.2399999999999998,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v46/Front view V46_-seg04.mp4,Front view V46_-seg04.mp4,Lateral Raises,volunteer_046,front,48,24.0,2.0,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v46/Front view V46_-seg05.mp4,Front view V46_-seg05.mp4,Lateral Raises,volunteer_046,front,57,24.152542372881356,2.36,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v46/Front view V46_-seg06.mp4,Front view V46_-seg06.mp4,Lateral Raises,volunteer_046,front,52,24.074074074074073,2.16,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v46/Front view V46_-seg07.mp4,Front view V46_-seg07.mp4,Lateral Raises,volunteer_046,front,50,24.03846153846154,2.08,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v46/Front view V46_-seg08.mp4,Front view V46_-seg08.mp4,Lateral Raises,volunteer_046,front,49,24.019607843137255,2.04,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v46/Front view V46_-seg09.mp4,Front view V46_-seg09.mp4,Lateral Raises,volunteer_046,front,53,24.09090909090909,2.2,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v46/Front view V46_-seg10.mp4,Front view V46_-seg10.mp4,Lateral Raises,volunteer_046,front,50,23.14814814814815,2.16,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v46/Front view V46_-seg11.mp4,Front view V46_-seg11.mp4,Lateral Raises,volunteer_046,front,57,24.152542372881356,2.36,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v5/Front view V5-seg01.mp4,Front view V5-seg01.mp4,Lateral Raises,volunteer_005,front,52,30.0,1.7333333333333334,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v5/Front view V5-seg02.mp4,Front view V5-seg02.mp4,Lateral Raises,volunteer_005,front,53,30.0,1.7666666666666666,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v5/Front view V5-seg03.mp4,Front view V5-seg03.mp4,Lateral Raises,volunteer_005,front,48,30.0,1.6,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v5/Front view V5-seg04.mp4,Front view V5-seg04.mp4,Lateral Raises,volunteer_005,front,51,30.0,1.7,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v5/Front view V5-seg05.mp4,Front view V5-seg05.mp4,Lateral Raises,volunteer_005,front,54,30.0,1.8,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v5/Front view V5-seg06.mp4,Front view V5-seg06.mp4,Lateral Raises,volunteer_005,front,48,30.0,1.6,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v5/Front view V5-seg07.mp4,Front view V5-seg07.mp4,Lateral Raises,volunteer_005,front,51,30.0,1.7,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v5/Front view V5-seg08.mp4,Front view V5-seg08.mp4,Lateral Raises,volunteer_005,front,47,30.0,1.5666666666666667,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v5/Front view V5-seg09.mp4,Front view V5-seg09.mp4,Lateral Raises,volunteer_005,front,60,30.0,2.0,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v5/Front view V5-seg10.mp4,Front view V5-seg10.mp4,Lateral Raises,volunteer_005,front,61,30.0,2.033333333333333,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v5/Front view V5-seg11.mp4,Front view V5-seg11.mp4,Lateral Raises,volunteer_005,front,48,30.0,1.6,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg01.mp4,Front view V50-seg01.mp4,Lateral Raises,volunteer_050,front,62,30.0,2.066666666666667,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg02.mp4,Front view V50-seg02.mp4,Lateral Raises,volunteer_050,front,48,30.0,1.6,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg03.mp4,Front view V50-seg03.mp4,Lateral Raises,volunteer_050,front,53,30.0,1.7666666666666666,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg04.mp4,Front view V50-seg04.mp4,Lateral Raises,volunteer_050,front,49,30.0,1.6333333333333333,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg05.mp4,Front view V50-seg05.mp4,Lateral Raises,volunteer_050,front,51,30.0,1.7,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg06.mp4,Front view V50-seg06.mp4,Lateral Raises,volunteer_050,front,51,30.0,1.7,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg07.mp4,Front view V50-seg07.mp4,Lateral Raises,volunteer_050,front,53,30.0,1.7666666666666666,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg08.mp4,Front view V50-seg08.mp4,Lateral Raises,volunteer_050,front,45,30.0,1.5,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg09.mp4,Front view V50-seg09.mp4,Lateral Raises,volunteer_050,front,55,30.0,1.8333333333333333,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg10.mp4,Front view V50-seg10.mp4,Lateral Raises,volunteer_050,front,43,30.0,1.4333333333333333,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg11.mp4,Front view V50-seg11.mp4,Lateral Raises,volunteer_050,front,55,30.0,1.8333333333333333,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg12.mp4,Front view V50-seg12.mp4,Lateral Raises,volunteer_050,front,49,30.0,1.6333333333333333,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg13.mp4,Front view V50-seg13.mp4,Lateral Raises,volunteer_050,front,49,30.0,1.6333333333333333,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg14.mp4,Front view V50-seg14.mp4,Lateral Raises,volunteer_050,front,46,30.0,1.5333333333333334,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg15.mp4,Front view V50-seg15.mp4,Lateral Raises,volunteer_050,front,46,30.0,1.5333333333333334,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v50/Front view V50-seg16.mp4,Front view V50-seg16.mp4,Lateral Raises,volunteer_050,front,47,30.0,1.5666666666666667,1080,1920
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v7/Front view V7-seg01.mp4,Front view V7-seg01.mp4,Lateral Raises,volunteer_007,front,85,29.49681897050318,2.881666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v7/Front view V7-seg02.mp4,Front view V7-seg02.mp4,Lateral Raises,volunteer_007,front,96,30.015633142261596,3.1983333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v7/Front view V7-seg03.mp4,Front view V7-seg03.mp4,Lateral Raises,volunteer_007,front,105,30.14354066985646,3.4833333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v7/Front view V7-seg04.mp4,Front view V7-seg04.mp4,Lateral Raises,volunteer_007,front,104,29.85645933014354,3.4833333333333334,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v7/Front view V7-seg05.mp4,Front view V7-seg05.mp4,Lateral Raises,volunteer_007,front,93,29.97002997002997,3.1031,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v7/Front view V7-seg06.mp4,Front view V7-seg06.mp4,Lateral Raises,volunteer_007,front,97,30.03095975232198,3.23,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v7/Front view V7-seg07.mp4,Front view V7-seg07.mp4,Lateral Raises,volunteer_007,front,96,30.015633142261596,3.1983333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v7/Front view V7-seg08.mp4,Front view V7-seg08.mp4,Lateral Raises,volunteer_007,front,103,30.116959064327485,3.42,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v7/Front view V7-seg09.mp4,Front view V7-seg09.mp4,Lateral Raises,volunteer_007,front,103,30.116959064327485,3.42,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v7/Front view V7-seg10.mp4,Front view V7-seg10.mp4,Lateral Raises,volunteer_007,front,113,29.736842105263158,3.8000000000000003,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v7/Front view V7-seg11.mp4,Front view V7-seg11.mp4,Lateral Raises,volunteer_007,front,97,30.03095975232198,3.23,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v8/Front view V8-seg01.mp4,Front view V8-seg01.mp4,Lateral Raises,volunteer_008,front,59,29.111842105263158,2.026666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v8/Front view V8-seg02.mp4,Front view V8-seg02.mp4,Lateral Raises,volunteer_008,front,63,30.14354066985646,2.09,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v8/Front view V8-seg03.mp4,Front view V8-seg03.mp4,Lateral Raises,volunteer_008,front,65,30.185758513931887,2.1533333333333333,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v8/Front view V8-seg04.mp4,Front view V8-seg04.mp4,Lateral Raises,volunteer_008,front,65,29.748283752860413,2.185,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v8/Front view V8-seg05.mp4,Front view V8-seg05.mp4,Lateral Raises,volunteer_008,front,73,30.332409972299168,2.4066666666666667,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v8/Front view V8-seg06.mp4,Front view V8-seg06.mp4,Lateral Raises,volunteer_008,front,58,30.02588438308887,1.9316666666666666,720,1280
/mnt/d/Graduation_Project/ai-virtual-coach/datasets/Clips/4) Lateral Raises/v8/Front view V8-seg07.mp4,Front view V8-seg07.mp4,Lateral Raises,volunteer_008,front,69,29.848594087959626,2.3116666666666665,720,1280
